Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
9960,Shimla,Landslide,19-08-2025,Kumarsain(Kumarsain sub-division),Kumarsain,Roads,Bharara Kumarsain Raod ,1.165,Village Road,Black Top,,0.160 to 0.180,20,,0,Totally Damaged,20,,,,,,,,,,,8,,31.314657,77.451103,Self Visit,,
9961,Shimla,Landslide,25-06-2025,Jubbal(Jubbal),,Roads,Arshta Deothi Road km 0/00 to 1/500,1.5,Village Road,Black Top,,"0/00 to 0/30,0/400 to 0/450, 1/195 to 1/220,1/380 to 1/400,1/390 to 1/425,1/435 to 1/450,",175,175,0,Totally Damaged,0,Totally Damaged,0,,,,,,,Severely Damaged,0,29.92,,31.15067,77.704615,Self Visit,,
9962,Shimla,Landslide,15-07-2025,Baldeyan Section(Mashobra Sub-Division),,Roads,Shimla Mandi ,16,Major District Road,Black Top,,20.300 to 20.600,300,,,Totally Damaged,200,Totally Damaged,100,,,,,,,Minor Damage,300,150,,31.104565,77.205217,Self Visit,,
9963,Shimla,Landslide,15-07-2025,Baldeyan Section(Mashobra Sub-Division),,Roads,Shimla Mandi ,16,Major District Road,Black Top,,20.300 to 20.600,300,,,Totally Damaged,200,Totally Damaged,100,,,,,,,Minor Damage,300,150,,31.104565,77.205217,Self Visit,,
9964,Shimla,Landslide,24-07-2025,Jubbal(Jubbal),,Roads,Link road to Village Chiwa km 0/00 to 4/150,4.15,Village Road,Black Top,,"3/140 to 3/180, 2/820 to 2/860,1/200  to 1/240",120,120,0,Totally Damaged,0,Totally Damaged,0,,,,,,,Totally Damaged,0,15.96,,31.119784,77.69028,Self Visit,,
9965,Shimla,Sinking of Land,23-07-2025,Samoli(Rohru),Gawas,Roads,Gawas Sheelapani Road ,2,Village Road,Earthen Road,,"0.300,0/450",320,450,,,,,,,,,,,,,,60,,31.199135,77.794855,Self Visit,,
9966,Shimla,Sinking of Land,23-07-2025,Rohru(Rohru),Seema Rantari,Roads,Udo  Niwas Jakhar Road ,5,Village Road,Black Top,,"0/390 to 0/402, 5/315 to 5/330, 4/990 to 5/05, 4/180 to 4/195, 4/075 to 4/090, 2/060 to 2/075, ",110,230,,,,,,,,,,,,,,21.75,,31.174862,77.79003,Self Visit,,
9967,Shimla,Landslide,20-07-2025,Fagu Section(Mashobra Sub-Division),,Roads,jUGGER TO bASHASRA rOAD,6,Village Road,Black Top,,7.50 TO 7.150,100,,,Totally Damaged,100,Totally Damaged,,,,,,,,,,50,,31.02509,77.327979,Self Visit,,
9968,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.25,Major District Road,Water Bound Macadem,,77.780,90,,0,Minor Damage,30,,,,,,,,,Totally Damaged,0,9,,31.198514,78.067542,Self Visit,,
9969,Shimla,Landslide,04-09-2025,Theog-I Section(Theog Sub-Division),Bharara,Roads,Forest Colony to Chikhar road ,6.4,Village Road,Black Top,,4.690 to 4.740,50,,,Minor Damage,50,Totally Damaged,50,,,,,,,Minor Damage,50,25,Road is congested at this location.,31.1276,77.3533,Self Visit,,
9970,Shimla,Landslide,15-08-2025,Fagu Section(Mashobra Sub-Division),,Roads,Talai to Dhana ,5.255,Village Road,Black Top,,0.120 to 0.210,90,,,Totally Damaged,,Totally Damaged,90,,,,,,,Minor Damage,90,50,,31.069892,77.31234,Self Visit,,
9971,Shimla,Landslide,15-08-2025,Fagu Section(Mashobra Sub-Division),,Roads,dHARECH kHAGNA ,8.7,Village Road,Black Top,,1.960 TO 2.060,100,,,Totally Damaged,100,Totally Damaged,,,,,,,,,,50,,31.02509,77.327979,Self Visit,,
9972,Shimla,Sinking of Land,23-08-2025,Pujarli(Tikkar),PUJARLI,Roads,LINK ROAD VILLAGE SAZAR,0.36,Village Road,Earthen Road,,0/110 TO 0/200,,80,90,,,,,,,,,,,,,20,,31.196066,77.657192,Self Visit,,
9973,Shimla,Landslide,10-08-2025,Fagu Section(Mashobra Sub-Division),,Roads,Shilabagh to Kawanti ,1,Village Road,Black Top,,0.400 TO 0.800,400,,,Totally Damaged,400,Totally Damaged,,,,,,,,,,100,,30.974496,77.320596,Self Visit,,
9974,Shimla,Excessive Rain,08-07-2025,Baila(Dualakuan sub division),bhrog baneri,Roads,link road to thakkar kujjewala km 0/00 to 4/750,4.75,Village Road,Water Bound Macadem,,4.100,,60,20,,,,,,,,,,,,,2.5,heavy slips,30.3425,77.3185,Recieved from Others,Shivam sharma je baila,8894458584
9975,Shimla,Landslide,23-07-2025,Rohru(Rohru),Shekhal,Roads,Dhara Pokta Road ,7,Village Road,Earthen Road,,"0/500 to  0/550,1/300 to 1/340,2/310 to 2/340, 3/100 to 3/200,4/030 to 4/080, 5/410 to 5/490, 6/320 to 6/380",115,360,,Totally Damaged,35,,,,,,,,,,,80,,31.134813,77.765068,Self Visit,,
9976,Shimla,Landslide,17-08-2025,Baldeyan Section(Mashobra Sub-Division),,Roads,bALDEYN TO SHANEL,4.72,Village Road,Black Top,,3.00 TO 3.100,100,,,Totally Damaged,100,Totally Damaged,100,,,,,,,Minor Damage,100,150,,31.167851,77.207461,Self Visit,,
9977,Shimla,Sinking of Land,05-08-2025,Taklech-ii(Takech sub-division),Kashapat,Roads,Dandol Kasha Road,13.28,Village Road,Black Top,,11.315 to 11.360,70,230,,,,,,,,,,,,,,20,,31.4044,77.8211,Self Visit,,
9978,Shimla,Excessive Rain,01-09-2025,Kholighat(Nankhari sub-division),KHUNNI PANOLI,Roads,Rai Bahli Khunni Kharahan Road,15.25,Major District Road,Black Top,,11.135,50,10,,,,Totally Damaged,,,,,,,,,,10.15,SUBSIDENCE IN AREA DUE TO HAVEY RAINFALL,31.281634,77.5355,Self Visit,,
9979,Shimla,Landslide,10-09-2025,Jubbal(Jubbal),,Roads,Jubbal Shari Dhar Road km 0/00 to 4/00,4,Village Road,Black Top,,"1/900 to 2/00, 1/710 to 1/800, 2/300 to 2/350, 2/810 to 2/850, 2/510 to 2/560, 3/150 to 3/210, 3/560 to 3/620, 0/615 to 0/645, 0/700 to 0/760",410,410,0,,,,,,,,,,,Severely Damaged,0,36.18,,31.107513,77.686511,Self Visit,,
9980,Shimla,Landslide,07-08-2025,Luhari(Baragaon sub-division),Baragaon,Roads,Link road to Teshan,3.75,Village Road,Earthen Road,,0/655 to 0/667,12,,,Totally Damaged,12,,,,,,,,,,,6.4,,31.359383,77.396849,Self Visit,,
9981,Shimla,Excessive Rain,11-08-2025,Theog-I Section(Theog Sub-Division),Jais,Roads,Sainj Tikkeri,4.3,Village Road,Earthen Road,,0/465 to 0/475,10,10,20,Totally Damaged,10,Minor Damage,10,Minor Damage,,,,,,Minor Damage,10,5,Road Conjusted,31.0538,76,Self Visit,,
9982,Shimla,Excessive Rain,28-08-2025,Sainj Section(Sainj Sub-Division),Dhar Tar punu,Roads,Meha to Neri Road,2,Village Road,Black Top,,,50,25,25,Minor Damage,25,Minor Damage,20,Minor Damage,2,,,,,Minor Damage,100,,,31.0311,77.2818,Self Visit,,
9983,Shimla,Landslide,23-06-2025,Oddi(Kumarsain sub-division),Deeb,Roads,Oddi Bagain Road,1.45,Village Road,Black Top,,0.600 to 0.620,20,,,Minor Damage,20,Totally Damaged,20,,,,,,,,,6.4,,31.29419,77.45602,Self Visit,,
9984,Shimla,Landslide,03-09-2025,Ghanatti Section(Jutogh Sub-Division),,Roads,Ghanahatti Bhajol,6,Village Road,Black Top,,2.950,,25,,,,Totally Damaged,,,,,,,,,,20,,31.151708,77.092563,Self Visit,,
9985,Shimla,Landslide,01-07-2025,Kangal(Baragaon sub-division),Kangal,Roads,Ahar to Barthanighatti road ,3.555,Village Road,Earthen Road,,2/060 to 2/070,10,,,Totally Damaged,10,,,,,,,,,,,4,,31.271334,77.360732,Self Visit,,
9986,Shimla,Landslide,14-07-2025,Local Shimla Section(Shimla Sub-Division No. I),Chamiyana,Roads,Bhattakuffer to AIMSS Hospital,2.4,Village Road,Black Top,,0/650,20,20,30,,,,,,,,,,,Totally Damaged,70,80,Road damaged due to heavy landslide,31.083051,77.207265,Self Visit,,
9987,Shimla,Landslide,01-07-2025,Thanedhar(Thanedhar sub-division),Thanedhar,Roads,Thanedhar Bhutti Banot Nallh road  ,9.375,Village Road,Black Top,,3/900,80,,0,Totally Damaged,80,,,,,,,,,,,32,,31.322343,77.490631,Self Visit,,
9988,Shimla,Landslide,16-08-2025,Narkanda(Thanedhar sub-division),narkanda,Roads,Link road to Hattu Temple,6.25,Village Road,Black Top,,1/555 to 1/585,30,,0,Totally Damaged,30,,,,,,,,,,,12,,31.251405,77.476603,Self Visit,,
9989,Shimla,Landslide,07-08-2025,Narkanda(Thanedhar sub-division),Narkanda,Roads,NH 05 to Thumb kandyali road ,8.756,Village Road,Water Bound Macadem,,7/420 to 7/600,180,,0,,,Totally Damaged,180,,,,,,,,,57.6,,31233639,77.437531,Self Visit,,
9990,Shimla,Landslide,15-07-2025,Totu Section(Jutogh Sub-Division),,Roads,Chaily Kadechi Beont,10.25,Village Road,Black Top,,5.100,,10,0,Totally Damaged,,,,,,,,,,,,8,,31.131867,77.133878,Self Visit,,
9991,Shimla,Landslide,03-09-2025,Totu Section(Jutogh Sub-Division),,Roads,Chaily Kadechi Beont,10.25,Village Road,Water Bound Macadem,,5.250,,25,,Totally Damaged,,,,,,,,,,,,20,,31.152858,77,Self Visit,,
9992,Shimla,Landslide,11-08-2025,Totu Section(Jutogh Sub-Division),,Roads,Hira nagar Dhamoon,8,Village Road,Black Top,,3.150,,30,,Totally Damaged,,,,,,,,,,,,22,,31.108138,77.095351,Self Visit,,
9993,Shimla,Landslide,01-07-2025,Narkanda(Thanedhar sub-division),narkanda ,Roads,Narkanda Thanedhar Kotgarh Bithal road ,44,Major District Road,Black Top,,1/120 to 1/160,40,,0,,,Totally Damaged,40,,,,,,,,,12.8,,31.251058,77.467261,Self Visit,,
9994,Shimla,Excessive Rain,12-08-2025,Bahli(Takech sub-division),Bahli,Roads,Bahli to Baltidhar road,8,Village Road,Water Bound Macadem,,2/615 to 660,45,160,,Additional R/Wall Required,45,,,,,,,,,,,30,R/Wall is required to achieve the formation width of the road.,31.361065,77.683156,Self Visit,,
9995,Shimla,Landslide,06-09-2025,Narkanda(Thanedhar sub-division),Jadoon,Roads,Kiara to Reog raod,5.36,Village Road,Black Top,,2/900 to 2/915,15,,0,Totally Damaged,15,,,,,,,,,,,4.9,,31.21804,77.467687,Self Visit,,
9996,Shimla,Landslide,30-09-2025,Birthata(Jubbal),,Roads,Link road to Village Kholara km 0/00 to 0/690,0.69,Village Road,Black Top,,"0/300 to 0/327,0/345 to 0/380,0/305 to 0/325,0/445 to 0/470, 0/475 to 0/495,0/520 to 0/540, ",147,147,0,Minor Damage,147,,,,,,,,,Severely Damaged,0,9.85,,31.096741,77.60675,Self Visit,,
9997,Shimla,Landslide,02-09-2025,Oddi(Kumarsain sub-division),Madhawani,Roads,Link road Sarkalti Hawan Oddi ,3.975,Village Road,Black Top,,1.250 to 1.265,15,,15,Totally Damaged,15,,,,,,,,,,,6,,31.269332,77.456476,Self Visit,,
9998,Shimla,Landslide,09-08-2025,Bharari Section(Shimla Sub-Division No. I),Dumi,Roads,Bhont to Kakar Bhagora to Paniya,3.3,Village Road,Black Top,,1/550,100,100,100,Totally Damaged,0,,,,,,,,,,,60,"Massive Landslide, complete road damaged.",31.147462,77.150138,Self Visit,,
9999,Shimla,Landslide,18-08-2025,Oddi(Kumarsain sub-division),zar,Roads,Oddi Upper Ghareothi road ,1.2,Village Road,Earthen Road,,0.310 to 0.340,30,,30,Totally Damaged,30,,,,,,,,,,,12,,31.29278,77.44323,Self Visit,,
10000,Shimla,Landslide,22-08-2025,Oddi(Kumarsain sub-division),Madhawani,Roads,Barogi Khaltudhar Road,3,Village Road,Black Top,,0.870 to 0.885,15,,0,Totally Damaged,15,,,,,,,,,,,6,,31.29019,77.46483,Self Visit,,
10001,Shimla,Landslide,03-09-2025,Totu Section(Jutogh Sub-Division),,Roads,Sangti Neri,7.3,Village Road,Black Top,,.300,,15,0,,,Totally Damaged,,,,,,,,,,15,,31.114205,77,Self Visit,,
10002,Shimla,Landslide,19-09-2025,Jubbal(Jubbal),,Roads,Madhaik Nallha to Baina Via Shamshanghat km 0/00 to 3/500,3.5,Village Road,Black Top,,"0/400 to 0/450, 0/550 to 0/610,0/730 to 0/780",160,160,0,,,,,,,,,,,Severely Damaged,0,10.72,,31.106507,77.65628,Self Visit,,
10003,Shimla,Landslide,15-07-2025,Chamain(Kalbog),Kulti,Roads,Gumma Baghi to Gumma Jhasla via Kiarvi up to Reoghati road,13,Village Road,Black Top,,"6/190 to 6/320, 7/445 to 7/615, 9/580 to 9/720",150,290,,Minor Damage,440,,,,,,,,,,,58.85,,31.18405077,77.54309801,Self Visit,,
10004,Shimla,Sinking of Land,10-08-2025,Kalbog(Kalbog),kalbog,Roads,kalbog chuila,6.5,Village Road,Black Top,,"1.510 to 1.540,1.720 to 1.740,1.765 to 1.785,5.390 to 5.425,5.485 to 5.510,1.620 to 1.630,0.030 to 0.045,3.780 to 3.795,4.440 to 4.465",100,,,Minor Damage,100,Totally Damaged,95,,,,,,,,,38,,31.11996,77.30846,Self Visit,,
10005,Shimla,Landslide,26-08-2025,Padshal(Kotkhai),pandli,Roads,Khanog Bartog Nagpuri Road ,2.4,Village Road,Black Top,,0.350,25,,0,,,,,,,,,,,Minor Damage,25,3.35,,31.1,77.51,Self Visit,,
10006,Shimla,Excessive Rain,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.25,Major District Road,Water Bound Macadem,,89.015,30,,0,,,,,,,,,,,,,5.7,,31.197947,78.080323,Self Visit,,
10007,Shimla,Landslide,11-08-2025,Badheri Section(Jutogh Sub-Division),Rampuri keonthal,Roads,Jathia Devi Rampuri Road Km. 0/0 to 6/300,6.3,Village Road,Black Top,,5.280 to 5.300,,20,,Totally Damaged,,,,,,,,,,,,10,,31.073423,77.099507,Self Visit,,
10008,Shimla,Sinking of Land,23-07-2025,Sheeghat(Tikkar),BRALL,Roads,LOWER BLASAN TO UPPER BALASAN ,0.5,Village Road,Earthen Road,,0/310 TO 0/ 0/320,,95,120,,,,,,,,,,,,,10,,31.1608,77.685926,Self Visit,,
10009,Shimla,Excessive Rain,01-09-2025,Nankhari(Nankhari sub-division),Addu,Roads,Addu Chebri ,8.3,Village Road,Black Top,,2.495,150,150,0,,,Totally Damaged,60,Minor Damage,2,,,,,Minor Damage,150,60.53,SUBSIDENCE IN AREA DUE TO HAVEY RAINFALL,31.281495,77.553124,Self Visit,,
10010,Shimla,Landslide,17-06-2025,Birthata(Jubbal),,Roads,Link road Battargalu to Pansaridhar km 0/00 to 1/800,1.8,Village Road,Black Top,,"HPC at RD 0/165,0/270, 0/580,0/690,1/015,1/300",,,0,,,,,,,,,,,,,18,,31.55687,77.718134,Self Visit,,
10011,Shimla,Landslide,01-07-2025,Malendi(Kumarsain sub-division),Krewati,Roads,Oddi kingal road,21.405,Village Road,Black Top,,2/460 to 2/530,70,,0,Totally Damaged,70,,,,,,,,,,,28,,31.294026,77.405951,Self Visit,,
10012,Shimla,Landslide,30-07-2025,Baghi(Kalbog),Ratnari,Roads,Gumma Baghi Narkanda road ,38.5,Major District Road,Black Top,,"20/225 to 20/415, 22/380 to  to 22/490",120,100,,Minor Damage,220,Minor Damage,80,,,,,,,,,56.32,,31.2478633,77.54020999,Self Visit,,
10013,Shimla,Landslide,03-07-2025,Baghi(Kalbog),Baghi,Roads,Mail Matlu to Bhiri Shegalta road ,1.35,Village Road,Earthen Road,,"1/453 to 1/490, 0/737 to 0/750, 0/614 to 0/634, 1/535 to 1/560, 1/340 to 1/370, 1/460 to 1/490",155,,,Totally Damaged,155,,,,,,,,,,,22,,31.24048,77.572553,Self Visit,,
10014,Shimla,Excessive Rain,31-08-2025,Dansa(Rampur sub-division),racholi,Roads,Sunda Jaguni Sanei ,7.15,Village Road,Black Top,,2/995,60,250,,Totally Damaged,60,,,,,,,,,,,10,,31.435043,77.648499,Self Visit,,
10015,Shimla,Excessive Rain,30-08-2025,Dansa(Rampur sub-division),Dansa,Roads,Sunda Jaguni Sanei ,7.15,Village Road,Black Top,,5/600,60,160,,,,,,,,,,,,Totally Damaged,150,5,,31.42518,77.668587,Self Visit,,
10016,Shimla,Landslide,26-07-2025,Deothi(Takech sub-division),Deothi,Roads,Bahlidhar to Dibri,3.45,Village Road,Earthen Road,,2.285,120,250,,Totally Damaged,40,,,,,,,,,,,12,,31.432433,77.716839,Self Visit,,
10017,Shimla,Excessive Rain,11-09-2025,Deothi(Takech sub-division),Deothi,Roads,Bahlidhar to Dibri,3.45,Village Road,Black Top,,1.00,90,240,,,,,,,,,,,,,,30,,31.428015,77.711488,Self Visit,,
10018,Shimla,Excessive Rain,01-09-2025,Dansa(Rampur sub-division),Racholi,Roads,Racholi Dansa Lalsa ,14,Village Road,Black Top,,7.300,15,110,,,,,,,,,,,,,,1,,31.439839,77.643009,Self Visit,,
10019,Shimla,Flash flood,11-09-2025,Deothi(Takech sub-division),Deothi,Roads,Bahlidhar to Dibri,3.45,Village Road,Earthen Road,,2.720,60,150,,,,,,,,,,,,,,10,,31.434082,77.71566,Self Visit,,
10020,Shimla,Excessive Rain,31-08-2025,Malendi(Kumarsain sub-division),Malendi,Roads,Oddi Kingal Road,21.405,Village Road,Black Top,,8.320 to 8.332,12,,0,Totally Damaged,12,,,,,,,,,,,4.8,,31.2791,77.4467,Self Visit,,
10021,Shimla,Excessive Rain,03-09-2025,Dansa(Rampur sub-division),Dansa,Roads,Racholi Dansa Lalsa road,14,Village Road,Black Top,,11.420,50,120,,,,Totally Damaged,25,,,,,,,Totally Damaged,260,8,,31.418421,77.666335,Self Visit,,
10022,Shimla,Landslide,01-07-2025,Kotgarh(Thanedhar sub-division),Kotgarh,Roads,Oddi Khaneti Kotgarh Road,21,Major District Road,Black Top,,5.100,40,,0,Totally Damaged,40,,,,,,,,,,,16,,31.31137,77.474489,Self Visit,,
10023,Shimla,Excessive Rain,11-08-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Bajwa Bridge to village Bajwa,3,Village Road,Earthen Road,,2.115 to 2.150,35,150,,,,,,,,,,,,,,8,,31.456539,77.799321,Self Visit,,
10024,Shimla,Excessive Rain,08-03-2025,Dansa(Rampur sub-division),Dansa,Roads,Sunda Jaguni Sanei ,7.15,Village Road,Black Top,,4/060,30,120,,Severely Damaged,65,,,,,,,,,Totally Damaged,250,6,,31.423516,77.671778,Self Visit,,
10025,Shimla,Landslide,01-09-2025,Jeori(Sarahan sub-division),Bonda,Roads,Jeori Nawaroo Bonda ,6.79,Village Road,Earthen Road,,5/855,65,160,,Totally Damaged,35,,,,,,,,,,,10,,31.520641,77.788801,Self Visit,,
10026,Shimla,Landslide,01-07-2025,Thanedhar(Thanedhar sub-division),Jarol,Roads,Narkanda Thanedhar Kotgarh Bithal road ,44,Major District Road,Black Top,,10.750,40,,0,Totally Damaged,40,,,,,,,,,,,16,,31.31137,77.474489,Self Visit,,
10027,Shimla,Excessive Rain,08-03-2025,Dansa(Rampur sub-division),Dansa,Roads,Sunda Jaguni Sanei ,7.15,Village Road,Black Top,,7/150,60,80,,,,,,,,,,,,Totally Damaged,200,5,,31.422878,77.676923,Self Visit,,
10028,Shimla,Landslide,10-09-2025,Birthata(Jubbal),,Roads,Link road Naliban to HB Sungri Thana km 0/00 to 1/00,1,Village Road,Black Top,,"0/00 to 0/010, 0/030 to 0/045, 0/180 to 0/210, 0/120 to 0/150",85,85,0,Severely Damaged,85,,,,,,,,,Severely Damaged,25,5.7,,31.112628,77.736293,Self Visit,,
10029,Shimla,Sinking of Land,21-10-2025,Sheeghat(Tikkar),SHEEL,Roads,SHEEL SAUNGI VIA CHHOTA SHEEL,2.5,Village Road,Earthen Road,,"0.450,0/780,1/340",125,210,,,,,,,,,,,,,,25,,31.140122,77.672432,Self Visit,,
10030,Shimla,Landslide,19-08-2025,Rawalkiar(Kalbog),Ramnagar,Roads,Bagheri Thana,3.28,Village Road,Earthen Road,,"0.450 to 0.520,1.110 to 1.150,2.700 to 2.740",100,50,,Totally Damaged,150,,,,,,,,,,,20,,31.14636632,77.49947199,Self Visit,,
10031,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.25,Major District Road,Water Bound Macadem,,86.480,90,,0,Minor Damage,40,,,,,,,,,,,5.9,,31.192401,78.073557,Self Visit,,
10032,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.295,Major District Road,Black Top,,74.400,250,100,0,Minor Damage,35,,,,,,,,,Severely Damaged,50,8.5,,31.202201,78.06308,Self Visit,,
10033,Shimla,Excessive Rain,01-09-2025,Kholighat(Nankhari sub-division),Kharahan ,Roads,Rai Bahli Khunni Kharahan Road,15.25,Village Road,Black Top,,14.900,120,180,0,Totally Damaged,60,Totally Damaged,100,Minor Damage,2,,,,,Minor Damage,150,60.35,SUBSIDENCE IN AREA DUE TO HAVEY RAINFALL,31.28218,77.541575,Self Visit,,
10034,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.295,Major District Road,Water Bound Macadem,,84.465,,120,0,Minor Damage,30,,,,,,,,,,,5.8,,31.194539,78.072194,Self Visit,,
10035,Shimla,Landslide,11-08-2025,Local Shimla Section(Shimla Sub-Division No. I),Chamiyana,Roads,Bhattkuffer to Koti Road ,5,Village Road,Black Top,,0/310,50,50,50,,,,,,,,,,,Totally Damaged,150,30,,31.102411,77.220913,Self Visit,,
10036,Shimla,Excessive Rain,17-09-2025,Suni-I Section(Sunni Sub-Division),Shakrori,Roads, Basantpur Naltu Road ,7,Village Road,Black Top,,5.600,,,250,,,,,,,,,,,,,2.53,,31.213635,77.170405,Self Visit,,
10037,Shimla,Excessive Rain,08-09-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Bajwa Bridge to Village Bajwa,3,Village Road,Earthen Road,,2.270 to 2.315,45,90,,,,,,,,,,,,,,8,,31.457703,77.797479,Self Visit,,
10038,Shimla,Landslide,18-08-2025,Deothi(Takech sub-division),deothi,Roads,Mashnoo Taklech road,48,Village Road,Black Top,,27/960 to 27/985,80,180,,Totally Damaged,60,Totally Damaged,40,Totally Damaged,1,,,,,,,20,,31.440209,77.729864,Self Visit,,
10039,Shimla,Excessive Rain,11-08-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Bajwa Bridge to village Bajwa,3,Village Road,Earthen Road,,,55,120,,,,,,,,,,,,,,,,31.454822,77.799792,Self Visit,,
10040,Shimla,Landslide,25-08-2024,Tara Devi Section(Shoghi Sub-Division),,Roads,Sadhupul geha Road,3.3,Village Road,Black Top,,3/870,8,7,,Minor Damage,8,,,,,,,,,Minor Damage,15,1,,31.004593,77.162054,Self Visit,,
10041,Shimla,Excessive Rain,14-08-2025,Suni-I Section(Sunni Sub-Division),Reog,Roads,Bag to Gharat nallah via Kangri  ,7.25,Village Road,Black Top,,0.385,,15,20,,,,,,,,,,,,,,,31.225392,77.0987,Self Visit,,
10042,Shimla,Landslide,09-09-2025,Hatkoti(Hatkoti),SARASWATINAGAR BADHAL,Roads,LINK ROAD TO BATHAH,1,Village Road,Black Top,,"0.015 TO 0.105, 0.800 TO 0.900",,,,,,Totally Damaged,,,,,,,,,,12,,31.130424,77.743777,Self Visit,,
10043,Shimla,Excessive Rain,08-09-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Mashnoo Taklech,48,Village Road,Earthen Road,,4.765,60,300,,,,,,,,,,,,,,10,,31.455286,77.764981,Self Visit,,
10044,Shimla,Landslide,13-08-2025,Fagu Section(Mashobra Sub-Division),,Roads,CHEOG TO DHARECH ,7.4,Village Road,Black Top,,5.060 TO 5.080,20,,,Minor Damage,20,Totally Damaged,,,,,,,,,,12,,31.084651,77.300602,Recieved from Others,Ayush Khadik,9625224000
10045,Shimla,Landslide,30-07-2025,Sheeghat(Tikkar),Katlah,Roads,Chunjar to Kalgaon Teer,4,Village Road,Earthen Road,,"0/450 to 0/500,1/300 to 1/380,2/700 to 2/750, 3/100 to 3/180,3/810 to 3/840",250,125,,,,,,,,,,,,,,25,,31.147542,77.663566,Self Visit,,
10046,Shimla,Sinking of Land,12-08-2025,Deory-khanety(Kotkhai),Deori khnety,Roads,kotkhai deori khaneti deorighat ,22,Major District Road,Black Top,,5/800 to 6/135,335,,0,,,Totally Damaged,335,,,,,,,,,62.89,,31.13894,77.55567,Self Visit,,
10047,Shimla,Landslide,11-09-2025,Deothi(Takech sub-division),Deothi,Roads,Bahlidhar to Dibri,3.45,Village Road,Black Top,,0.615,80,260,,,,Totally Damaged,30,,,,,,,,,8,,31.42608,77.711153,Self Visit,,
10048,Shimla,Sinking of Land,29-08-2025,Pujarli(Tikkar),PUJARLI,Roads,SHUWADEORI SHEKHAL BASHLOG,4,Village Road,Earthen Road,,"0/ 15 TO 0/95 , 0/ 400 TO 480",115,55,,,,,,,,,,,,,,10,,31.196066,77.657192,Self Visit,,
10049,Shimla,Landslide,10-09-2025,Anti(Hatkoti),NANDPUR,Roads,LINK ROAD TO BHAJANU,0.8,Village Road,Earthen Road,,0.020 TO 0.270,150,150,0,Totally Damaged,15,Totally Damaged,0,,,,,,,,,33,,31.130424,77.743777,Self Visit,,
10050,Shimla,Landslide,10-09-2025,Anti(Hatkoti),NANDPUR,Roads,"MALOG TO PANSARI , PANSARI TO RAMMANDIR, RAMMANDIR TO MALOG TANK KUI",3.5,Village Road,Earthen Road,,"0.300 TO 0.315,0.615 TO 0.650, 1.210 TO 1.230, 1.540 TO 1.555, 1.740 TO 1.770, 2.210 TO 2.240, 2.280 TO 2.300, 3.030 TO 3.060",200,200,0,Totally Damaged,10,Minor Damage,0,,,,,,,,,27,SEVERAL RETAING WALLS DAMAGED,31.130424,77.743777,Self Visit,,
10051,Shimla,Landslide,22-07-2025,Tikkar(Tikkar),TIKKAR,Roads,MEHANDLI TIKKAR PORTION 17/00 TO 28/540,11.57,Village Road,Black Top,,"27/600,",450,360,410,,,Severely Damaged,55,,,,,,,Severely Damaged,350,37.5,,31.200816,77.636959,Self Visit,,
10052,Shimla,Landslide,10-07-2025,Anti(Hatkoti),NANDPUR,Roads,BADIYAR TO SANOLI,1.21,Village Road,Black Top,,0.030 TO 0.60,30,30,0,Totally Damaged,0,Totally Damaged,0,,,,,,,,,4,,31.130424,77.743777,Self Visit,,
10053,Shimla,Sinking of Land,28-08-2025,Rawalkiar(Kalbog),Ramnagar,Roads,Link to Reot,2.225,Village Road,Black Top,,"0.520 to 0.550,0.730 to 0.770,0.915 to 0.935,1.300 to 1.350,2.100 to 2.030,2.210 to 2.225",100,85,,Minor Damage,185,,,,,,,,,,,27,,31.17426,77.48892,Self Visit,,
10054,Shimla,Landslide,01-07-2025,Challanda Section(Junga Sub-Division),,Roads,Kufri to Chail road,25,Major District Road,Black Top,,8/970 to 9/000,30,30,0,,,,,,,,,,,,,,,31.069855,77.267215,Self Visit,,
